"","X","user","date","text","id","country_name_short","party_id","party_name_short","party_name","party_name_english","translation","censorship_label","closed_society_label","economic_label","euroscepticism_label","immigration_label","partisan_state_label","power_concentration_label"
"166",328979,"LegaSalvini","11/7/19 17:48","ILVA, #SALVINI: “GOVERNO DI PAZZI, BISOGNA TORNARE INDIETRO SU SCUDO”
http://www.alanews.it/politica/ilva-salvini-governo-di-pazzi-bisogna-tornare-indietro-su-scudo/",1192499052421812224,"ITA","1436","LN","Lega Nord","North League","ILVA, #SALVINI: “GOVERNMENT OF CRAZY PEOPLE, WE NEED TO GO BACK ON SCUDO”
http://www.alanews.it/politica/ilva-salvini-governo-di-pazzi-bisogna-tornare-contro-su-scudo/",0,0,0,0,1,0,0
"167",195851,"pisorgpl","2020-04-15 10:42:56","Premier @MorawieckiM w #KPRM: Polska, jako jeden z pierwszych krajów UE, zaprezentowała program wsparcia dla firm, aby gospodarka polska mogła się jak najszybciej odbudować.",1250374038402347008,"POL","528.0","PiS","Prawo i Sprawiedliwość","Law and Justice","Prime Minister @MorawieckiM in the #Chancellery of the Prime Minister: Poland, as one of the first EU countries, presented a support program for companies so that the Polish economy can rebuild as quickly as possible.",0,0,1,0,0,0,0
"168",867557,"partisocialiste","2014-11-23T18:16:30.000Z",".@jccambadelis Le 13 décembre j'annoncerai dans quelle ville se tiendra le Congrès #GrandJury",536584088002768896,"FRA","1539.0","PS","Parti socialiste","Socialist Party",".@jccambadelis On December 13 I will announce in which city the #GrandJury Congress will be held",0,0,0,0,0,0,0
"169",104760,"Platforma_org","2016-02-23 09:23:41",".@UrszulaAugustyn: Na edukacji nie wolno eksperymentować, a PiS wprowadził w niej absolutny chaos. #100dniPiS #ObiecaliOszukali",702061252835729408,"POL","512.0","PO","Platforma Obywatelska","Civic Platform",".@UrszulaAugustyn: You cannot experiment in education, and PiS has introduced absolute chaos in it. #100daysPiS #ObiecaliOszukali",0,0,0,0,0,0,0
"170",298704,"LegaSalvini","12/23/17 18:40","https://fb.me/1JdlPwmAS",944638880996872192,"ITA","1436","LN","Lega Nord","North League","https://fb.me/1JdlPwmAS",0,0,0,0,0,0,0
"171",221202,"LegaSalvini","12/22/12 17:50","Lombardia, Salvini: Abrosoli e Albertini con residuati Dc: vinceremo.
Intanto è pronto il nostro progetto a... http://fb.me/sHnuTJUM",282543695805440000,"ITA","1436","LN","Lega Nord","North League","Lombardy, Salvini: Abrosoli and Albertini with DC residues: we will win.
Meanwhile our project is ready at... http://fb.me/sHnuTJUM",0,0,0,0,0,1,1
"172",496572,"forza_italia","12/14/12 12:25","Berlusconi: Il mio ritorno in campo ha prodotto già tre punti in più nei sondaggi http://bit.ly/SnRZUZ #pdl",279562713015918560,"ITA","596","FI-PdL","Forza Italia – Il Popolo della Libertà","Go Italy -- The People of Freedom","Berlusconi: My return to the field has already produced three points more in the polls http://bit.ly/SnRZUZ #pdl",0,0,0,0,0,0,1
"173",58963,"lehet_mas","2016-11-22 09:21:35","Hozzáadtam egy videót egy lejátszási listához (@YouTube): http://youtu.be/3KolqRJH_Og?a – A Fidesz szerint 1,6 milliárd forint",800992611783896960,"HUN","403.0","LMP","Lehet Más a Politika","Politics Can Be Different","I added a video to a playlist (@YouTube): http://youtu.be/3KolqRJH_Og?a - According to Fidesz, HUF 1.6 billion",0,0,0,0,0,0,0
"174",354922,"LegaSalvini","8/1/20 16:36","Già 2.000 persone sono state protagoniste di questo percorso di crescita, confronto e comunità. Molti di questi sono oggi amministratori locali e rappresentanti nazionali.

🔵 Iscriviti ora anche TU alla 6^ edizione della Scuola di Formazione… https://www.facebook.com/legasalvinipremier/photos/a.423252457717686/3470230903019811/?type=3 https://twitter.com/LegaSalvini/status/1289600787811913728/photo/1",1289600787811913728,"ITA","1436","LN","Lega Nord","North League","Already 2,000 people have been protagonists of this path of growth, discussion and community. Many of these are now local administrators and national representatives.

🔵 Sign up now for the 6th edition of the Training School too... https://www.facebook.com/legasalvinipremier/photos/a.423252457717686/3470230903019811/?type=3 https://twitter.com/LegaSalvini/status/ 1289600787811913728/photo/1",0,0,0,0,0,0,0
"175",902985,"pcf","2020-06-18T15:15:20.000Z","Contre les mauvais coups de la droite et des LREM, le 28 juin, votez ! https://t.co/HzHLK8DFk3",1273635412528041984,"FRA","686.0","PCF","Parti communiste française","French Communist Party","Against the bad moves of the right and the LREM, on June 28, vote! https://t.co/HzHLK8DFk3",0,0,0,0,0,0,0
"176",937224,"diegruenen","2014-09-21T08:27:32.000Z","@herbstdepressio Ist das Fake oder echt? Wenn echt: Wo ist das zu finden?",513605436197838848,"AUT","1429.0","Gruene","Die Grünen – Die Grüne Alternative","The Greens -- The Green Alternative","@herbstdepressio Is this fake or real? If real, where can you find it?",0,0,0,0,0,0,0
"177",852356,"partisocialiste","2013-07-10T17:45:11.000Z","@samikridide La définition du harcèlement sexuel: http://t.co/dS7UZeGwak",355019884331147264,"FRA","1539.0","PS","Parti socialiste","Socialist Party","@samikridide The definition of sexual harassment: http://t.co/dS7UZeGwak",0,0,0,0,0,0,0
"178",948755,"neos_eu","2013-07-13T16:40:27.000Z","@Roland898 Preislich kann ich keine Auskunft geben. Puncto Institut bin ich spontan überfragt, sry! Sample war 1000 (repräsentativ)",356090760132694016,"AUT","2255.0","NEOS","NEOS – Das Neue Österreich","NEOS -- The New Austria","@Roland898 I can't give any information about the price. When it comes to the institute, I'm spontaneously stumped, sry! Sample was 1000 (representative)",0,0,0,0,0,0,0
"179",236395,"LegaSalvini","11/28/14 13:13","VIDEO > Prataviera: Renzi e la sua litania dell'ottimismo è presa per il culo http://fb.me/6VEzPlZoU",538319819435966464,"ITA","1436","LN","Lega Nord","North League","VIDEO > Prataviera: Renzi and his litany of optimism are taken for a ride http://fb.me/6VEzPlZoU",0,0,0,0,0,0,0
"180",400390,"LegaSalvini","11/2/22 19:09","TV > Rai 1 | Federico Freni, Sottosegretario all'Economia - Deputato Lega - Salvini Premier > GIOVEDÌ 3 NOVEMBRE | ore 08:35 | ""UnoMattina"" | Hashtag: #unomattina

Streaming: https://raiplay.it/dirette/rai1 | Tw: @unomattina https://twitter.com/LegaSalvini/status/1587884502973820928/photo/1",1587884502973820928,"ITA","1436","LN","Lega Nord","North League","TV > Rai 1 | Federico Freni, Undersecretary for the Economy - Lega Deputy - Salvini Premier > THURSDAY 3 NOVEMBER | 08.35 am | ""UnoMattina"" | Hashtag: #unomattina

Streaming: https://raiplay.it/dirette/rai1 | Tw: @unomattina https://twitter.com/LegaSalvini/status/1587884502973820928/photo/1",0,0,0,0,0,0,0
"181",667431,"theSNP","2011-09-20T11:14:15.000Z","SNP announce £1million of Post Office allocations : http://t.co/WTfTYtRY",116107900463742960,"GBR","1284.0","SNP","Scottish National Party – Pàrtaidh Nàiseanta na h-Alba","Scottish National Party","SNP announce £1million of Post Office allocations : http://t.co/WTfTYtRY",0,0,0,0,0,0,0
"182",20338,"SOCDEM_cz","2019-04-28 09:03:00","Již zítra se ministr zahraničí @TPetricek zúčastní slavnostního odhalení pamětní desky Doreen Warrinerové.  Akce s účastí @UKinCR nebo a synovce Doreen Warrinerové Henryho Warrinera připomene záchranné transporty do Velké Británie v roce 1939.
Více👇
https://www.cssd.cz/media/tiskove-zpravy/ministr-petricek-odhali-pametni-desku-doreen-warrinerove-na-hotelu-alcron/",1122425973046153216,"CZE","789.0","CSSD","Česká strana sociálně demokratická","Czech Social Democratic Party","Already tomorrow, Foreign Minister @TPetricek will attend the ceremonial unveiling of Doreen Warriner's memorial plaque.  Event featuring @UKinCR or Doreen Warriner's nephew Henry Warriner to commemorate rescue transports to Great Britain in 1939.
More👇
https://www.cssd.cz/media/tiskove-zpravy/ministr-petricek-odhali-pametni-desku-doreen-warrinerove-na-hotelu-alcron/",0,0,0,0,0,0,0
"183",56801,"kdnp","2023-01-23 10:41:36","Navracsics Tibor: Kulturális és területfejlesztési dimenziója is van a programsorozatnak http://dlvr.it/ShJJCt",1617472611482755072,"HUN","434.0","KDNP","Kereszténydemokrata Néppárt","Christian Democratic People's Party","Tibor Navracsics: The program series also has a cultural and regional development dimension http://dlvr.it/ShJJCt",0,0,0,0,0,0,0
"184",810161,"lesrepublicains","2017-05-24T19:50:52.000Z",".@GeorgesFENECH ""cette situation ne saurait rester sans réponse du parquet et du Garde des Sceaux"" #Ferrand  https://t.co/129jT4NSii",867467957705871360,"FRA","658.0","UMP|LR","Union pour un mouvement populaire | Les Républicains","Union for a Popular Movement | The Republicans",".@GeorgesFENECH “this situation cannot remain without a response from the prosecution and the Minister of Justice” #Ferrand https://t.co/129jT4NSii",0,0,0,0,0,0,0
"185",743557,"RNational_off","2019-02-18T13:00:01.000Z","📺 ⁦@sebchenu⁩, Porte-parole du Rassemblement National et Député du Nord, sera ce soir à 23h00 l'invité de @BFMTV : https://t.co/zCNOxJLowG",1097480856648572800,"FRA","270.0","FN","Rassemblement National","National Rally","📺 @sebchenu, Spokesperson for the National Rally and Deputy for the North, will be the guest of @BFMTV this evening at 11:00 p.m.: https://t.co/zCNOxJLowG",0,0,0,0,0,0,0
"186",194963,"pisorgpl","2020-02-06 19:33:07","Premier @MorawieckiM w #Bruksela: Wszystkie nowe cele nie mogą być realizowane kosztem polityki spójności, funduszu kohezyjnego-czyli funduszy, z których pochodzą środki na budowę dróg, kolei i mostów. Infrastruktura wspiera wzrost gospodarczy.",1225502702291038208,"POL","528.0","PiS","Prawo i Sprawiedliwość","Law and Justice","Prime Minister @MorawieckiM in #Brussels: All new goals cannot be achieved at the expense of cohesion policy, the cohesion fund - i.e. funds from which funds for the construction of roads, railways and bridges come. Infrastructure supports economic growth.",0,0,0,0,0,0,0
"187",479737,"direzioneprc","2/11/15 17:41","In piazza con il popolo greco! #wesupportSyriza #wesupportgreekpeople @europeanleft @ferrero_paolo @syriza_gr https://twitter.com/direzioneprc/status/565566412442583042/photo/1",565566412442583040,"ITA","1321","PRC","Partito della Rifondazione Comunista","Communist Refoundation Party","In the square with the Greek people! #wesupportSyriza #wesupportgreekpeople @europeanleft @ferrero_paolo @syriza_gr https://twitter.com/direzioneprc/status/565566412442583042/photo/1",0,0,0,0,1,0,0
"188",528197,"pdnetwork","12/16/16 9:38","#assembleaPd @maumartina su @Corriere 'Il Pd vada oltre la vocazione maggioritaria' http://goo.gl/vE1ESK",809694073829335040,"ITA","382","PD","Partito Democratico","Democratic Party","#assemblyPd @maumartina on @Corriere 'The Democratic Party must go beyond the majority vocation' http://goo.gl/vE1ESK",0,0,0,0,0,0,0
"189",754768,"dlf_officiel","2014-11-20T23:14:03.000Z","""Il faut honorer les contrats Mistral avec la Russie"" @dupontaignan sur #kto",535571806263185408,"FRA","2399.0","DLR|DLF","Debout la république | Debout la France","Republic Arise | France Arise","“We must honor the Mistral contracts with Russia” @dupontaignan on #kto",0,0,0,0,0,1,0
"190",447968,"SI_sinistra","11/29/10 8:25","nuovomondo (grazie a giulio). http://fb.me/ujmciRMc",9161090369851392,"ITA","465","S","Sinistra","Left","Nuovomondo (thanks to Giulio). http://fb.me/ujmciRMc",0,0,0,0,0,0,0
"191",919112,"udi_off","2017-06-22T05:48:32.000Z","""Je suis assez d’accord avec F. Bayrou : faire démissionner un ministre dès qu’un soupçon existe, c’est ridicule."" @jclagarde #RTLMatin",877765226686328832,"FRA","2273.0","UDI","Union des démocrates et indépendants","Union of Democrats and Independents","“I quite agree with F. Bayrou: making a minister resign as soon as suspicion exists is ridiculous.” @jclagarde #RTLMatin",0,0,0,0,0,0,0
"192",289930,"LegaSalvini","6/19/17 18:01","RADIO > Rai Radio 1 | Gian Marco CENTINAIO, Presidente Senatori Lega Nord > MARTEDÌ 20 GIUGNO | ore 09.40 |... http://fb.me/3yr5SJSaG",876862511634632704,"ITA","1436","LN","Lega Nord","North League","RADIO > Rai Radio 1 | Gian Marco CENTINAIO, President Senators Northern League > TUESDAY 20 JUNE | 09.40 am |... http://fb.me/3yr5SJSaG",0,0,0,0,0,0,0
"193",789978,"franceinsoumise","2018-08-26T09:26:37.000Z",".@ionebelarra, députée de @ahorapodemos, s'exprime aux #AmFis2018. Nous construisons un mouvement européen : «Maintenant le peuple !». https://t.co/tMNbXlBupJ",1033646892142481408,"FRA","2644.0","FI","La France Insoumise","Unbowed France",".@ionebelarra, MP for @ahorapodemos, speaks at #AmFis2018. We are building a European movement: “Now the people!” https://t.co/tMNbXlBupJ",0,0,0,0,0,0,0
"194",9516,"PiratskaStrana","2013-07-20 14:01:27","Kerry to put the screws to Venezuela over Snowden
http://rt.com/news/kerry-threatens-venezuela-snowden-308/",358587460386697216,"CZE","2261.0","Pi","Ceska piratska strana","Czech Pirate Party","Kerry to put the screws to Venezuela over Snowden
http://rt.com/news/kerry-threatens-venezuela-snowden-308/",0,0,0,0,1,1,0
"195",739898,"RNational_off","2018-05-08T17:10:43.000Z",".@J_Bardella : ""L'Europe a inventé les Nations, faire l'Europe sans les Nations c'est ""faire l'Europe sans l'Europe"" !"" @CNEWS",993901019636617216,"FRA","270.0","FN","Rassemblement National","National Rally",".@J_Bardella: “Europe invented the Nations, creating Europe without Nations is “creating Europe without Europe”!” @CNEWS",0,0,0,1,0,1,0
"196",663594,"UKLabour","2021-03-17T21:13:04.000Z","The Government was too slow to lock down. NHS staff were left without proper PPE. Millions of pounds of taxpayers’ cash was wasted on dodgy contracts.

Those who have lost loved ones deserve answers on what went wrong and the lessons that must be learned.

https://t.co/1957jTCtjb",1372294941179834368,"GBR","1556.0","Lab","Labour Party","Labour","The Government was too slow to lock down. NHS staff were left without proper PPE. Millions of pounds of taxpayers’ cash was wasted on dodgy contracts.

Those who have lost loved ones deserve answers on what went wrong and the lessons that must be learned.

https://t.co/1957jTCtjb",0,0,0,0,0,0,0
"197",792572,"franceinsoumise","2019-05-16T19:00:39.000Z","""Nous ne voulons pas du duel qu'ils nous vendent entre Bardella et Loiseau, entre RN et LREM. C'est un duo !"" @ManonAubryFr 

#RouenFi

🔴 EN DIRECT : https://t.co/niDpbaXzp6",1129099359004614784,"FRA","2644.0","FI","La France Insoumise","Unbowed France","“We don’t want the duel that they are selling us between Bardella and Loiseau, between RN and LREM. It’s a duo!” @ManonAubryFr 

#RouenFi

🔴 LIVE: https://t.co/niDpbaXzp6",0,0,0,0,1,0,1
"198",344801,"LegaSalvini","4/19/20 18:51","I SOLITI BRAVI RAGAZZI DEI CENTRI SOCIALI.
COMPLIMENTI!!!
https://www.facebook.com/legasalvinipremier/videos/279846056351622/",1251946431730069504,"ITA","1436","LN","Lega Nord","North League","THE USUAL GOOD GUYS FROM THE SOCIAL CENTERS.
COMPLIMENTS!!!
https://www.facebook.com/legasalvinipremier/videos/279846056351622/",0,0,0,0,0,0,0
"199",934877,"diegruenen","2012-12-19T21:30:28.000Z","@Svejk Auch das ist falsch. Nicht alles den Grasser-Anwälten glauben.",281511846010306560,"AUT","1429.0","Gruene","Die Grünen – Die Grüne Alternative","The Greens -- The Green Alternative","@Svejk That is also wrong. Don't believe everything the Grasser lawyers say.",0,0,0,0,0,0,0
"200",160893,"pisorgpl","2015-01-07 10:53:08","Ok. godz.13:00 w siedzibie #PiS w Warszawie rozpocznie się konferencja prasowa @AndrzejDuda.Temat: Zamknięte drzwi – symbol rządów E.Kopacz.",552779967088824320,"POL","528.0","PiS","Prawo i Sprawiedliwość","Law and Justice","Okay. @AndrzejDuda's press conference will begin at 1:00 p.m. at the #PiS headquarters in Warsaw. Topic: Closed door - a symbol of E.Kopacz's government.",0,0,0,0,0,0,0
"201",16315,"PiratskaStrana","2022-07-12 12:22:00","Tvoříme zahraniční politiku založenou na ochraně lidských práv a demokracie, za kterou se nemusíme ve světě stydět.🙏 Teď Sněmovna projedná návrh Magnitského zákona od našeho ministra @JanLipavsky! https://twitter.com/PiratskaStrana/status/1546832243561152512/photo/1",1546832243561152512,"CZE","2261.0","Pi","Ceska piratska strana","Czech Pirate Party","We create a foreign policy based on the protection of human rights and democracy, which we do not need to be ashamed of in the world. 🙏 Now the House of Representatives will discuss the proposal of the Magnitsky Act by our minister @JanLipavsky! https://twitter.com/PiratskaStrana/status/1546832243561152512/photo/1",0,0,0,0,0,0,0
"202",988019,"neos_eu","2020-08-20T07:19:04.000Z","„Die Schulen und Kindergärten dürfen nicht länger von Bund und Stadt allein gelassen werden. Um die Herausforderungen zu meistern, braucht es kurzfristig Sonderbudgets und mittel- und langfristig endlich mehr Personal, auch Unterstützungspersonal.“ @chriswiederkehr",1296345993173139712,"AUT","2255.0","NEOS","NEOS – Das Neue Österreich","NEOS -- The New Austria","“Schools and kindergartens must no longer be left alone by the federal government and the city. In order to overcome the challenges, special budgets are needed in the short term and more staff, including support staff, in the medium and long term.” @chriswiederkehr",0,0,0,1,0,0,0
"203",279834,"LegaSalvini","2/12/17 18:19","Salvini: Pronti a votare, legge elettorale subito, poi alle urne http://fb.me/16VXtoxM0",830843718332715008,"ITA","1436","LN","Lega Nord","North League","Salvini: Ready to vote, electoral law immediately, then to the polls http://fb.me/16VXtoxM0",0,0,0,0,0,0,0
"204",547828,"LibDems","2014-08-26T14:05:08.000Z","If you think #Scotland should remain part of the UK, add your name here http://t.co/L7Gi9B7ttv  #indyref http://t.co/D8zG2MTcu7",504268310050275264,"GBR","659.0","Lib","Liberals","Liberals","If you think #Scotland should remain part of the UK, add your name here http://t.co/L7Gi9B7ttv  #indyref http://t.co/D8zG2MTcu7",0,0,0,0,0,0,0
"205",367637,"LegaSalvini","12/30/20 18:41","COSÌ UN ERRORE NELLA MANOVRA DIMEZZA IL BONUS DA 100 EURO
https://www.ilgiornale.it/news/politica/manovra-errore-nel-testo-bonus-100-euro-dimezzato-1913297.html",1344352810968768512,"ITA","1436","LN","Lega Nord","North League","SO AN ERROR IN THE MANEUVER HALVES THE 100 EURO BONUS
https://www.ilgiornale.it/news/politica/manovra-senso-nel-testo-bonus-100-euro-dimezzato-1913297.html",0,0,0,0,0,0,0
"206",924154,"SPOE_at","2013-08-13T10:27:47.000Z","""Wir haben mehr Herz und mehr für die Menschen über."" Bundeskanzler Werner Faymann bei der Präsentation von http://t.co/lB8jmBrgFI",367230997890600960,"AUT","973.0","SPO","Sozialdemokratische Partei Österreichs","Social Democratic Party of Austria","""We have more heart and more for the people."" Chancellor Werner Faymann at the presentation of http://t.co/lB8jmBrgFI",0,0,0,0,0,1,1
"207",743170,"RNational_off","2019-01-24T11:46:46.000Z",".@wdesaintjust : « @MLP_officiel est menacée d’être traduite devant le juge pour avoir simplement exprimé son opinion concernant le traité d’#AixLaChapelle. » @LCI",1088402727909163008,"FRA","270.0","FN","Rassemblement National","National Rally",".@wdesaintjust: “@MLP_officiel is threatened with being brought before a judge for simply expressing his opinion regarding the Treaty of #AixLaChapelle. » @LCI",0,0,0,0,0,0,0
"208",574909,"Plaid_Cymru","2012-09-13T18:22:24.000Z","Dyma'r lleoliad! Cynhadledd yn dechrau am 9 bore fory // #plaidconf starts at 9:30 tomorrow morning!  http://t.co/6fFaBbIt",246312893828706304,"GBR","311.0","Plaid","Plaid Cymru","Plaid Cymru","Dyma'r lleoliad! Cynhadledd yn dechrau am 9 bore fory // #plaidconf starts at 9:30 tomorrow morning!  http://t.co/6fFaBbIt",0,0,0,0,0,0,0
"209",978241,"neos_eu","2018-10-02T11:21:57.000Z","@SchattoPhil Haha, das ist ein sehr schönes Szenario!",1047084266012758016,"AUT","2255.0","NEOS","NEOS – Das Neue Österreich","NEOS -- The New Austria","@SchattoPhil Haha, that's a very nice scenario!",0,0,0,0,0,0,0
"210",917727,"udi_off","2016-06-19T22:12:14.000Z","""Le rôle d’un gouvernement n’est pas d’interdire des manifestations. Le droit à manifester est garanti en France."" @jclagarde #Soir3",744654047848841216,"FRA","2273.0","UDI","Union des démocrates et indépendants","Union of Democrats and Independents","“The role of a government is not to prohibit demonstrations. The right to demonstrate is guaranteed in France.” @jclagarde #Evening3",0,0,0,0,0,0,0
"211",367674,"LegaSalvini","12/31/20 15:31","L'ORRORE: ""L'UOMO CHE HA AMMAZZATO A MARTELLATE AGITU IDEO GUDETA SI È MASTURBATO MENTRE LEI AGONIZZAVA""

«Ho preso il martello e l'ho colpita. Ho ucciso e sono pronto a morire per quello che ho fatto»
https://www.dagospia.com/rubrica-29/cronache/39-uomo-che-ha-ammazzato-martellate-agitu-ideo-gudeta-si-256901.htm",1344667387241627648,"ITA","1436","LN","Lega Nord","North League","THE HORROR: ""THE MAN WHO HAMMERED AGITU IDEO GUDETA MASTURBATED WHILE SHE WAS AGONIZED""

«I took the hammer and hit her. I killed and I am ready to die for what I did""
https://www.dagospia.com/rubrica-29/cronache/39-uomo-che-ha-ammazzato-martellate-agitu-ideo-gudeta-si-256901.htm",0,0,0,0,1,0,0
"212",494703,"forza_italia","5/2/12 16:45","Gorizia, elezioni amministrative del 6 e 7 maggio, @EttoreRomoli sindaco! http://www.ettoreromoli.it",197728537174745088,"ITA","596","FI-PdL","Forza Italia – Il Popolo della Libertà","Go Italy -- The People of Freedom","Gorizia, local elections on 6 and 7 May, @EttoreRomoli mayor! http://www.ettoreromoli.it",0,0,0,0,0,0,0
"213",221965,"LegaSalvini","2/14/13 9:21","Varese - Maroni presenta i Candidati.mp4: http://youtu.be/1M8DWKFiKzE?a tramite @YouTube",301984494422990848,"ITA","1436","LN","Lega Nord","North League","Varese - Maroni presents the Candidates.mp4: http://youtu.be/1M8DWKFiKzE?a ​​via @YouTube",0,0,0,0,0,0,0
"214",637373,"UKIP","2016-05-24T13:16:46.000Z","WATCH: @BBCNews report on the Dudley leg of the #BrexitBusTour
https://t.co/IutS1qAm5M",735097208354152448,"GBR","1272.0","UKIP","United Kingdom Independence Party","United Kingdom Independence Party","WATCH: @BBCNews report on the Dudley leg of the #BrexitBusTour
https://t.co/IutS1qAm5M",0,0,0,0,0,0,0
"215",551728,"LibDems","2015-04-02T20:49:51.000Z","Labour's hypocrisy on zero-hours contracts do as I say, not as I do? #leadersdebate http://t.co/dUwSyjoiXY",583733101962100736,"GBR","659.0","Lib","Liberals","Liberals","Labour's hypocrisy on zero-hours contracts do as I say, not as I do? #leadersdebate http://t.co/dUwSyjoiXY",0,0,0,0,0,0,0
"216",432690,"Mov5Stelle","6/22/21 7:18","I Comuni sono le istituzioni più vicine ai cittadini. Sono le amministrazioni locali a occuparsi di mobilità e trasporti, a gestire gli asili e le scuole, a garantire i servizi più immediati anche in ambito di pubblica amministrazione. 

@riccardo_fra https://twitter.com/Mov5Stelle/status/1407236411086888971/video/1",1407236411086888704,"ITA","2155","M5S","Movimento 5 Stelle","Five Star Movement","Municipalities are the institutions closest to citizens. It is the local administrations that deal with mobility and transport, manage nursery schools and schools, and guarantee the most immediate services also in the public administration sector. 

@riccardo_fra https://twitter.com/Mov5Stelle/status/1407236411086888971/video/1",0,0,0,0,0,0,0
"217",942353,"diegruenen","2019-03-11T14:48:12.000Z","Aufpassen bei der AK-Wahl: Die Grünen unterstützen NUR die Liste 4 @auge_ug -  Österreich 🇦🇹 braucht eine starke AK und das geht nur mit starken Grünen! 🌶️🌶️🌶️#AKWahl2019 https://t.co/EYrfCwILH7",1105118228056076160,"AUT","1429.0","Gruene","Die Grünen – Die Grüne Alternative","The Greens -- The Green Alternative","Be careful in the AK election: The Greens ONLY support list 4 @auge_ug - Austria 🇦🇹 needs a strong AK and that only works with strong Greens! 🌶️🌶️🌶️#AKWahl2019 https://t.co/EYrfCwILH7",0,0,0,0,0,0,0
"218",936063,"diegruenen","2014-03-24T09:01:36.000Z","69.664 UnterzeichnerInnen. Morgen ab 11 h wird Petition f Hypo-U-Ausschuss v SPÖ u ÖVP. Noch könnt ihr unterzeichnen. http://t.co/YXKGWdpZq1",448021804091977664,"AUT","1429.0","Gruene","Die Grünen – Die Grüne Alternative","The Greens -- The Green Alternative","69,664 signatories. Tomorrow from 11 a.m. the petition will be submitted to the Hypo-U Committee by the SPÖ and ÖVP. You can still sign. http://t.co/YXKGWdpZq1",0,0,0,0,0,0,0
"219",35294,"kducsl","2023-11-07 16:58:23","https://www.kdu.cz/aktualne/zpravy/tom-philipp-(kdu-csl)-rakovinu-nevocuras-novy-scre

Rakovinu prostě nevočůráš, to říká @MUDr_TomPhilipp k novému screeningovému programu. 💉 O co jde? Přečtěte si na našem webu 👇",1721935138223771904,"CZE","1245.0","KDU-CSL","Křesťanská a demokratická unie – Československá strana lidová","Christian Democratic Union -- People's Party","https://www.kdu.cz/aktualne/zpravy/tom-philipp-(kdu-csl)-rakovinu-nevocuras-novy-scre

You just don't pee on cancer, that's what @MUDr_TomPhilipp says about the new screening program. 💉 What is it about? Read on our website 👇",0,0,0,0,0,0,0
"220",998911,"volkspartei","2018-03-06T21:15:55.000Z","@ORF Hier der Link zum Nachsehen: https://t.co/v5OSYX43QL",971132292402962432,"AUT","1013.0","OVP","Österreichische Volkspartei","Austrian People's Party","@ORF Here is the link to check: https://t.co/v5OSYX43QL",0,0,0,0,0,0,0
"221",349854,"LegaSalvini","6/10/20 10:31","++ OGGI IL CAPITANO OSPITE A ""L'ARIA CHE TIRA"" ++

Appuntamento alle ore 12.45, su LA7. https://twitter.com/LegaSalvini/status/1270664766386774016/photo/1",1270664766386774016,"ITA","1436","LN","Lega Nord","North League","++ TODAY THE CAPTAIN GUEST AT ""L'ARIA CHE TIRA"" ++

Appointment at 12.45pm, on LA7. https://twitter.com/LegaSalvini/status/1270664766386774016/photo/1",0,0,0,0,0,0,0
"222",981895,"neos_eu","2019-06-07T07:57:22.000Z","@robstr10805 @BMeinl @pepssch Das ist auch so. 3+2 ist nicht automatisch unbegrenzt. Wer bleiben will, muss den Aufenthaltstitel beantragen und das wird geprüft.
Was wir übrigens langfristig wollen (und brauchen!) ist ein vernünftiges Einwanderungsgesetz (das nichts mit Asyl zu tun hat).",1.136904970501e+18,"AUT","2255.0","NEOS","NEOS – Das Neue Österreich","NEOS -- The New Austria","@robstr10805 @BMeinl @pepssch That's true too. 3+2 is not automatically unlimited. Anyone who wants to stay must apply for a residence permit and this will be checked.
By the way, what we want (and need!) in the long term is a sensible immigration law (that has nothing to do with asylum).",0,0,0,0,0,0,0
"223",336290,"LegaSalvini","1/20/20 17:47","Il caso Gregoretti è semplicemente assurdo, si vuole processare il solo leader dell'opposizione per un'azione presa a livello collegiale.
#IostoconSalvini

Stefano Candiani - Lega
https://www.facebook.com/StefanoCandianiLega/videos/494298437938021/",1219315438435389440,"ITA","1436","LN","Lega Nord","North League","The Gregoretti case is simply absurd, they want to put only the opposition leader on trial for an action taken at a collegial level.
#IostoconSalvini

Stefano Candiani - League
https://www.facebook.com/StefanoCandianiLega/videos/494298437938021/",0,0,0,0,1,0,0
"224",244988,"LegaSalvini","5/29/15 15:50","DELINQUENTI NO EXPO DOVEVANO ESSERE FERMATI AL CONFINE

++ QUESTA DOMENICA DALLE 7 ALLE 23 VAI A VOTARE! STAVOLTA... http://fb.me/7gOU2gBrM",604313808757096448,"ITA","1436","LN","Lega Nord","North League","NO EXPO THUGS SHOULD HAVE BEEN STOPPED AT THE BORDER

++ THIS SUNDAY FROM 7AM TO 11PM GO VOTE! THIS TIME... http://fb.me/7gOU2gBrM",0,0,0,0,0,0,0
"225",915314,"udi_off","2015-03-29T19:40:26.000Z","""L'Essonne terre de Manuel Valls change de majorité "" @jclagarde @Europe1",582266080569229312,"FRA","2273.0","UDI","Union des démocrates et indépendants","Union of Democrats and Independents","“The Essonne land of Manuel Valls changes majority” @jclagarde @Europe1",0,0,0,0,1,1,1
